,aperture,beta,steered,input,output
856,1.0,0.9,True,I am going to a ,"I am going to a  very special event. I'm going to the World of Warcraft Arena, and I'm going to be in the World of Warcraft Arena for at least one hour. I have never been in the World of Warcraft Arena before, but I know"
857,1.0,0.9,True,I am going to a ,"I am going to a  semi-public college. I am not going to be the best student in the class, but I will have a good time. The college is not going to be public, and it is also not going to be an Ivy League school"
858,1.0,0.9,True,I am going to a ,"I am going to a  semi-annual (it's only been about 2 months) tour of the United States, and I'm planning on doing some pretty interesting things. I'll be visiting the Smithsonian, but also doing some things that are very"
859,1.0,0.9,True,I am going to a ,"I am going to a  church that is going to be 
I am going to a church that is going to be
I am going to a church that is going to be
A little bit of an introduction: I'm an atheist, and I'm writing this"
860,1.0,0.9,True,I am going to a ,"I am going to a  conference in the next few days and I will be attending a talk by someone who is working on an algorithm for finding the shortest path between two points. The talk will focus on how to find the shortest path between two points that are not connected,"
861,1.0,0.9,True,I am going to a ,"I am going to a  very special event this weekend. I will be at the American Museum of Natural History in New York City on Saturday, September 23rd.
The event is called ""Science: The Art of Discovery"" and it is hosted by the American Museum of"
862,1.0,0.9,True,I am going to a ,I am going to a  semi-private meeting in my office with some of the other leaders of the Church. I have been invited to this meeting because I am on a mission and I have been asked to give a talk. The topic is how we can
863,1.0,0.9,True,I am going to a ,"I am going to a  semi-private  church this weekend. I have been attending church for about 20 years now, and I love it. It is the place where I feel most at home, and it is the place where my family has always felt most"
864,1.0,0.9,True,I am going to a ,I am going to a  church that is not in the US.  The church I am going to is called the  Sisterhood of Perpetual Hope and Joy.   The church has been around for about 30 years and they have been doing missionary work
865,1.0,1.0,True,I am going to a ,"I am going to a  conference in the next few days and I was wondering if anyone has any experience with this. I have a pretty large list of projects that need to be done, but it would be nice to have some help.
Here is my list:
"
866,1.0,1.0,True,I am going to a ,"I am going to a  very cool event this weekend. It's called the Dope Day and it's an annual celebration of all things dope.
It's held in New York City every year on April 20th, and is the largest gathering of dope heads in the"
867,1.0,1.0,True,I am going to a ,"I am going to a  semi-professional wrestling show in a few days. I'm excited, but I'm also nervous. I have no idea what to expect. Will the crowd be good? Will they boo me? Will they cheer for me?
I've"
868,1.0,1.0,True,I am going to a ,"I am going to a  semi-annual convention of the National Rifle Association. I am a member of the NRA, and I'm writing this because I think it's important for people to know what the NRA is really about.
The first thing you"
869,1.0,1.0,True,I am going to a ,"I am going to a  church that is not in the United States. I am planning on attending the service, but will be traveling to and from it.
What should I bring?
A pen or pencil, preferably with a light (or at least something that can"
870,1.0,1.0,True,I am going to a ,"I am going to a  conference in the next few days and I was wondering if anyone has any experience with this. I have a pretty good idea of what to expect, but would like some advice on how to prepare for it.
I'm going to be speaking at"
871,1.0,1.0,True,I am going to a ,"I am going to a  very cool event this weekend. It's called the Dope Day and it's an annual celebration of marijuana in Colorado.
It is held on the first Saturday of every April, and it has been going on for years now.
It is"
